tt0053221	Rio Bravo	0	1959		141	Action,Drama,Western	8
tt0053285	Sleeping Beauty	0	1959		75	Animation,Family,Fantasy	7.3
tt0053291	Some Like It Hot	0	1959		121	Comedy,Romance	8.3
tt0053318	Suddenly, Last Summer	0	1959		114	Drama,Mystery,Thriller	7.6
tt0053459	Eyes Without a Face	0	1960		90	Drama,Horror	7.8
tt0053472	Breathless	0	1960		90	Crime,Drama	7.9
tt0053580	The Alamo	0	1960		167	Adventure,Drama,History	6.9
tt0053604	The Apartment	0	1960		125	Comedy,Drama,Romance	8.3
tt0053619	L'Avventura	0	1960		143	Drama,Mystery	7.9
tt0053779	La Dolce Vita	0	1960		174	Comedy,Drama	8.1
tt0053946	Inherit the Wind	0	1960		128	Biography,Drama,History	8.2
tt0053976	The Virgin Spring	0	1960		89	Drama	8.1
tt0054033	The Little Shop of Horrors	0	1960		72	Comedy,Horror	6.3
tt0054047	The Magnificent Seven	0	1960		128	Action,Adventure,Western	7.8
tt0054067	Black Sunday	0	1960		87	Horror	7.3
tt0054130	La Notte	0	1961		122	Drama	8
tt0054135	Ocean's 11	0	1960		127	Comedy,Crime,Music	6.6
tt0054167	Peeping Tom	0	1960		101	Drama,Horror,Thriller	7.7
tt0054189	Purple Noon	0	1960		118	Crime,Drama,Thriller	7.8
tt0054215	Psycho	0	1960		109	Horror,Mystery,Thriller	8.5
tt0054248	Rocco and His Brothers	0	1960		177	Crime,Drama,Sport	8.3
tt0054331	Spartacus	0	1960		197	Adventure,Biography,Drama	7.9
tt0054357	Swiss Family Robinson	0	1960		126	Adventure,Family	7.2
tt0054387	The Time Machine	0	1960		103	Adventure,Romance,Sci-Fi	7.6
tt0054389	Shoot the Piano Player	0	1960		81	Crime,Drama,Thriller	7.6
tt0054407	Le Trou	0	1960		132	Crime,Drama,Thriller	8.5
tt0054443	Village of the Damned	0	1960		77	Horror,Sci-Fi	7.3
tt0054632	Last Year at Marienbad	0	1961		94	Drama,Mystery	7.9
tt0054698	Breakfast at Tiffany's	0	1961		115	Comedy,Drama,Romance	7.7
tt0054743	The Children's Hour	0	1961		108	Drama,Romance	7.8
tt0054847	El Cid	0	1961		182	Adventure,Biography,Drama	7.3
tt0054953	The Guns of Navarone	0	1961		158	Action,Adventure,Drama	7.6
tt0054997	The Hustler	0	1961		134	Drama,Sport	8
tt0055018	The Innocents	0	1961		100	Horror	7.9
tt0055031	Judgment at Nuremberg	0	1961		186	Drama,War	8.3
tt0055032	Jules and Jim	0	1962		105	Drama,Romance	7.9
tt0055184	The Misfits	0	1961		125	Drama,Romance,Western	7.4
tt0055254	101 Dalmatians	0	1961		79	Adventure,Animation,Comedy	7.2
tt0055256	One, Two, Three	0	1961		115	Comedy	8
tt0055277	The Parent Trap	0	1961		129	Comedy,Family,Romance	7.1
tt0055304	Pit and the Pendulum	0	1961		80	Drama,Horror,Mystery	7.1
tt0055471	Splendor in the Grass	0	1961		124	Drama,Romance	7.8
tt0055499	Through a Glass Darkly	0	1961		89	Drama	8.1
tt0055572	A Woman Is a Woman	0	1961		85	Comedy,Drama,Romance	7.6
tt0055601	Viridiana	0	1961		90	Comedy,Drama	8.2
tt0055614	West Side Story	0	1961		153	Crime,Drama,Musical	7.6
tt0055630	Yojimbo	0	1961		110	Action,Drama,Thriller	8.3
tt0055798	Birdman of Alcatraz	0	1962		147	Biography,Crime,Drama	7.8
tt0055824	Cape Fear	0	1962		106	Drama,Thriller	7.8
tt0055830	Carnival of Souls	0	1962		78	Horror,Mystery	7.2
tt0055928	Dr. No	0	1962		110	Action,Adventure,Thriller	7.3
tt0056058	Harakiri	0	1962		133	Action,Drama,History	8.7
