nm0000140	Michael Douglas	1944	-1	M
nm0000141	David Duchovny	1960	-1	M
nm0000142	Clint Eastwood	1930	-1	M
nm0000143	Erika Eleniak	1969	-1	F
nm0000144	Cary Elwes	1962	-1	M
nm0000145	Sherilyn Fenn	1965	-1	F
nm0000146	Ralph Fiennes	1962	-1	M
nm0000147	Colin Firth	1960	-1	M
nm0000148	Harrison Ford	1942	-1	M
nm0000149	Jodie Foster	1962	-1	F
nm0000150	Michael J. Fox	1961	-1	M
nm0000151	Morgan Freeman	1937	-1	M
nm0000152	Richard Gere	1949	-1	M
nm0000153	Gina Gershon	1962	-1	F
nm0000154	Mel Gibson	1956	-1	M
nm0000155	Whoopi Goldberg	1955	-1	F
nm0000156	Jeff Goldblum	1952	-1	M
nm0000157	Linda Hamilton	1956	-1	F
nm0000158	Tom Hanks	1956	-1	M
nm0000159	Teri Hatcher	1964	-1	F
nm0000160	Ethan Hawke	1970	-1	M
nm0000161	Salma Hayek	1966	-1	F
nm0000162	Anne Heche	1969	-1	F
nm0000163	Dustin Hoffman	1937	-1	M
nm0000164	Anthony Hopkins	1937	-1	M
nm0000165	Ron Howard	1954	-1	M
nm0000166	Helen Hunt	1963	-1	F
nm0000167	Elizabeth Hurley	1965	-1	F
nm0000168	Samuel L. Jackson	1948	-1	M
nm0000169	Tommy Lee Jones	1946	-1	M
nm0000170	Milla Jovovich	1975	-1	F
nm0000171	Ashley Judd	1968	-1	F
nm0000172	Harvey Keitel	1939	-1	M
nm0000173	Nicole Kidman	1967	-1	F
nm0000174	Val Kilmer	1959	-1	M
nm0000175	Stephen King	1947	-1	M
nm0000176	Nastassja Kinski	1961	-1	F
nm0000177	Kevin Kline	1947	-1	M
nm0000178	Diane Lane	1965	-1	F
nm0000179	Jude Law	1972	-1	M
nm0000181	Heather Locklear	1961	-1	F
nm0000182	Jennifer Lopez	1969	-1	F
nm0000183	Traci Lords	1968	-1	F
nm0000185	Dolph Lundgren	1957	-1	M
nm0000187	Madonna	1958	-1	F
nm0000188	Steve Martin	1945	-1	M
nm0000190	Matthew McConaughey	1969	-1	M
nm0000191	Ewan McGregor	1971	-1	M
nm0000192	Alyssa Milano	1972	-1	F
nm0000193	Demi Moore	1962	-1	F
nm0000194	Julianne Moore	1960	-1	F
nm0000195	Bill Murray	1950	-1	M
nm0000196	Mike Myers	1963	-1	M
nm0000197	Jack Nicholson	1937	-1	M
nm0000198	Gary Oldman	1958	-1	M
nm0000199	Al Pacino	1940	-1	M
nm0000200	Bill Paxton	1955	2017	M
nm0000201	Michelle Pfeiffer	1958	-1	F
nm0000202	Ryan Phillippe	1974	-1	M
nm0000203	River Phoenix	1970	1993	M
nm0000204	Natalie Portman	1981	-1	F
nm0000205	Parker Posey	1968	-1	F
nm0000206	Keanu Reeves	1964	-1	M
nm0000207	Christina Ricci	1980	-1	F
nm0000208	Molly Ringwald	1968	-1	F
nm0000209	Tim Robbins	1958	-1	M
nm0000210	Julia Roberts	1967	-1	F
nm0000211	Mimi Rogers	1956	-1	F
nm0000212	Meg Ryan	1961	-1	F
nm0000213	Winona Ryder	1971	-1	F
nm0000214	Mia Sara	1967	-1	F
nm0000215	Susan Sarandon	1946	-1	F
nm0000216	Arnold Schwarzenegger	1947	-1	M
nm0000217	Martin Scorsese	1942	-1	M
nm0000218	Kristin Scott Thomas	1960	-1	F
nm0000219	Steven Seagal	1952	-1	M
nm0000220	Joan Severance	1958	-1	F
nm0000221	Charlie Sheen	1965	-1	M
nm0000222	Brooke Shields	1965	-1	F
nm0000223	Elisabeth Shue	1963	-1	F
nm0000224	Alicia Silverstone	1976	-1	F
nm0000225	Christian Slater	1969	-1	M
nm0000226	Will Smith	1968	-1	M
nm0000227	Mira Sorvino	1967	-1	F
nm0000228	Kevin Spacey	1959	-1	M
nm0000230	Sylvester Stallone	1946	-1	M
nm0000232	Sharon Stone	1958	-1	F
nm0000233	Quentin Tarantino	1963	-1	M
nm0000234	Charlize Theron	1975	-1	F
nm0000235	Uma Thurman	1970	-1	F
nm0000236	Jennifer Tilly	1958	-1	F
nm0000237	John Travolta	1954	-1	M
nm0000239	Liv Tyler	1977	-1	F
nm0000240	Skeet Ulrich	1970	-1	M
nm0000241	Jean-Claude Van Damme	1960	-1	M
nm0000242	Mark Wahlberg	1971	-1	M
nm0000243	Denzel Washington	1954	-1	M
nm0000244	Sigourney Weaver	1949	-1	F
nm0000245	Robin Williams	1951	2014	M
nm0000246	Bruce Willis	1955	-1	M
nm0000248	Edward D. Wood Jr.	1924	1978	M
nm0000249	James Woods	1947	-1	M
nm0000250	RenÃ©e Zellweger	1969	-1	F
nm0000251	Timothy Dowling	1973	-1	M
nm0000254	Isabelle Adjani	1955	-1	F
nm0000255	Ben Affleck	1972	-1	M
nm0000256	Jenny Agutter	1952	-1	F
nm0000257	Alan Alda	1936	-1	M
nm0000260	Joan Allen	1956	-1	F
nm0000261	Karen Allen	1951	-1	F
nm0000262	Nancy Allen	1950	-1	F
nm0000263	Kirstie Alley	1951	-1	F
nm0000266	Ursula Andress	1936	-1	F
nm0000267	Julie Andrews	1935	-1	F
nm0000268	Ann-Margret	1941	-1	F
nm0000270	Gabrielle Anwar	1970	-1	F
nm0000271	Anne Archer	1947	-1	F
nm0000272	Fanny Ardant	1949	-1	F
nm0000273	Alan Arkin	1934	-1	M
nm0000274	David Arquette	1971	-1	M
nm0000275	Rosanna Arquette	1959	-1	F
nm0000276	Sean Astin	1971	-1	M
nm0000277	Richard Attenborough	1923	2014	M
nm0000279	Hank Azaria	1964	-1	M
nm0000281	Scott Baio	1960	-1	M
nm0000284	Adam Baldwin	1962	-1	M
nm0000285	Alec Baldwin	1958	-1	M
nm0000286	Stephen Baldwin	1966	-1	M
nm0000287	William Baldwin	1963	-1	M
nm0000288	Christian Bale	1974	-1	M
nm0000289	Ellen Barkin	1954	-1	F
nm0000291	Angela Bassett	1958	-1	F
nm0000293	Sean Bean	1959	-1	M
nm0000294	Amanda Bearse	1958	-1	F
nm0000295	Kate Beckinsale	1973	-1	F
nm0000296	Robert Beltran	1953	-1	M
nm0000297	Tom Berenger	1949	-1	M
nm0000298	Candice Bergen	1946	-1	F
nm0000299	Michael Biehn	1956	-1	M
nm0000300	Juliette Binoche	1964	-1	F
nm0000301	Thora Birch	1982	-1	F
nm0000302	Jacqueline Bisset	1944	-1	F
nm0000303	Honor Blackman	1925	-1	F
nm0000304	Linda Blair	1959	-1	F
nm0000305	Mel Blanc	1908	1989	M
nm0000306	Brian Blessed	1936	-1	M
nm0000307	Helena Bonham Carter	1966	-1	F
nm0000308	Ernest Borgnine	1917	2012	M
nm0000309	David Bowie	1947	2016	M
nm0000310	Bruce Boxleitner	1950	-1	M
nm0000312	Amy Brenneman	1964	-1	F
nm0000313	Jeff Bridges	1949	-1	M
nm0000314	Charles Bronson	1921	2003	M
nm0000316	Mel Brooks	1926	-1	M
nm0000317	Clancy Brown	1959	-1	M
nm0000319	Yancy Butler	1970	-1	F
nm0000320	Luis BuÃ±uel	1900	1983	M
nm0000321	Gabriel Byrne	1950	-1	M
nm0000322	Emmanuelle BÃ©art	1963	-1	F
nm0000323	Michael Caine	1933	-1	M
nm0000325	David Caruso	1956	-1	M
nm0000326	Kim Cattrall	1956	-1	F
nm0000327	Lacey Chabert	1982	-1	F
nm0000328	Richard Chamberlain	1934	-1	M
nm0000329	Jackie Chan	1954	-1	M
nm0000330	Stockard Channing	1944	-1	F
nm0000331	Chevy Chase	1943	-1	M
nm0000332	Don Cheadle	1964	-1	M
nm0000333	Cher	1946	-1	F
nm0000334	Yun-Fat Chow	1955	-1	M
nm0000335	Glenn Close	1947	-1	F
nm0000336	James Coburn	1928	2002	M
nm0000337	Rachael Leigh Cook	1979	-1	F
nm0000339	Roger Corman	1926	-1	M
nm0000340	Cindy Crawford	1966	-1	F
nm0000342	James Cromwell	1940	-1	M
nm0000343	David Cronenberg	1943	-1	M
nm0000344	Denise Crosby	1957	-1	F
nm0000345	Billy Crystal	1948	-1	M
nm0000346	Macaulay Culkin	1980	-1	M
nm0000347	Tim Curry	1946	-1	M
nm0000348	Tony Curtis	1925	2010	M
nm0000349	Joan Cusack	1962	-1	F
nm0000350	Beverly D'Angelo	1951	-1	F
nm0000352	Vincent D'Onofrio	1959	-1	M
nm0000353	Willem Dafoe	1955	-1	M
nm0000354	Matt Damon	1970	-1	M
nm0000357	Lolita Davidovich	1961	-1	F
nm0000358	Daniel Day-Lewis	1957	-1	M
nm0000360	Rebecca De Mornay	1959	-1	F
nm0000362	Danny DeVito	1944	-1	M
nm0000363	Loren Dean	1969	-1	M
nm0000364	Sandra Dee	1942	2005	F
nm0000365	Julie Delpy	1969	-1	F
nm0000366	Catherine Deneuve	1943	-1	F
nm0000367	GÃ©rard Depardieu	1948	-1	M
nm0000368	Laura Dern	1967	-1	F
nm0000369	Matt Dillon	1964	-1	M
nm0000370	Walt Disney	1901	1966	M
nm0000372	Amanda Donohoe	1962	-1	F
nm0000374	Brad Dourif	1950	-1	M
nm0000375	Robert Downey Jr.	1965	-1	M
nm0000376	Fran Drescher	1957	-1	F
nm0000377	Richard Dreyfuss	1947	-1	M
nm0000378	Minnie Driver	1970	-1	F
nm0000379	Kirsten Dunst	1982	-1	F
nm0000380	Robert Duvall	1931	-1	M
nm0000381	Anthony Edwards	1962	-1	M
nm0000383	Jennifer Ehle	1969	-1	F
nm0000385	Sam Elliott	1944	-1	M
nm0000387	Robert Englund	1947	-1	M
nm0000388	R. Lee Ermey	1944	-1	M
nm0000389	Emilio Estevez	1962	-1	M
nm0000391	Rupert Everett	1959	-1	M
nm0000393	Peter Falk	1927	2011	M
nm0000394	Chris Farley	1964	1997	M
nm0000395	Terry Farrell	1963	-1	F
nm0000396	Farrah Fawcett	1947	2009	F
nm0000397	Corey Feldman	1971	-1	M
nm0000398	Sally Field	1946	-1	F
nm0000399	David Fincher	1962	-1	M
nm0000400	Linda Fiorentino	1958	-1	F
nm0000401	Laurence Fishburne	1961	-1	M
nm0000402	Carrie Fisher	1956	2016	F
nm0000403	Bridget Fonda	1964	-1	F
nm0000404	Jane Fonda	1937	-1	F
nm0000405	Michelle Forbes	1965	-1	F
nm0000407	Vivica A. Fox	1964	-1	F
nm0000408	Jonathan Frakes	1952	-1	M
nm0000409	Brendan Fraser	1968	-1	M
nm0000410	Stephen Fry	1957	-1	M
nm0000411	Edward Furlong	1977	-1	M
nm0000412	Andy Garcia	1956	-1	M
nm0000413	Janeane Garofalo	1964	-1	F
nm0000414	Teri Garr	1947	-1	F
nm0000415	Jami Gertz	1965	-1	F
nm0000416	Terry Gilliam	1940	-1	M
nm0000417	Crispin Glover	1964	-1	M
nm0000418	Danny Glover	1946	-1	M
nm0000420	Valeria Golino	1965	-1	F
nm0000421	Cuba Gooding Jr.	1968	-1	M
nm0000422	John Goodman	1952	-1	M
nm0000424	Hugh Grant	1960	-1	M
nm0000426	Jennifer Grey	1960	-1	F
nm0000427	Pam Grier	1949	-1	F
nm0000429	Melanie Griffith	1957	-1	F
nm0000430	Steve Guttenberg	1958	-1	M
nm0000432	Gene Hackman	1930	-1	M
nm0000433	Corey Haim	1971	2010	M
nm0000434	Mark Hamill	1951	-1	M
nm0000435	Daryl Hannah	1960	-1	F
nm0000437	Woody Harrelson	1961	-1	M
nm0000438	Ed Harris	1950	-1	M
nm0000439	Neil Patrick Harris	1973	-1	M
nm0000441	Noah Hathaway	1971	-1	M
nm0000442	Rutger Hauer	1944	-1	M
nm0000443	Goldie Hawn	1945	-1	F
nm0000444	Glenne Headly	1955	2017	F
nm0000445	Dan Hedaya	1940	-1	M
nm0000446	Mariel Hemingway	1961	-1	F
nm0000447	Marilu Henner	1952	-1	F
nm0000448	Lance Henriksen	1940	-1	M
nm0000449	Natasha Henstridge	1974	-1	F
nm0000450	Philip Seymour Hoffman	1967	2014	M
nm0000451	Gaby Hoffmann	1982	-1	F
nm0000452	Lauren Holly	1963	-1	F
nm0000453	Ian Holm	1931	-1	M
nm0000454	Dennis Hopper	1936	2010	M
nm0000456	Holly Hunter	1958	-1	F
nm0000457	John Hurt	1940	2017	M
nm0000458	William Hurt	1950	-1	M
nm0000459	Timothy Hutton	1960	-1	M
nm0000460	Jeremy Irons	1948	-1	M
nm0000461	Michael Ironside	1950	-1	M
nm0000463	Famke Janssen	1964	-1	F
nm0000464	Jim Jarmusch	1953	-1	M
nm0000467	Don Johnson	1949	-1	M
nm0000468	Lynn-Holly Johnson	1958	-1	F
nm0000469	James Earl Jones	1931	-1	M
nm0000470	Jeffrey Jones	1946	-1	M
nm0000471	Raul Julia	1940	1994	M
nm0000472	Boris Karloff	1887	1969	M
nm0000473	Diane Keaton	1946	-1	F
nm0000474	Michael Keaton	1951	-1	M
nm0000475	Patsy Kensit	1968	-1	F
nm0000476	Sally Kirkland	1941	-1	F
nm0000477	Mia Kirshner	1975	-1	F
nm0000478	Tawny Kitaen	1961	-1	F
nm0000480	Elias Koteas	1961	-1	M
nm0000481	Alice Krige	1954	-1	F
nm0000483	Christopher Lambert	1957	-1	M
nm0000484	John Landis	1950	-1	M
nm0000486	Heather Langenkamp	1964	-1	F
nm0000488	Brandon Lee	1965	1993	M
nm0000489	Christopher Lee	1922	2015	M
nm0000491	John Leguizamo	1964	-1	M
nm0000492	Jennifer Jason Leigh	1962	-1	F
nm0000493	Jack Lemmon	1925	2001	M
nm0000494	Robert Sean Leonard	1969	-1	M
nm0000495	TÃ©a Leoni	1966	-1	F
nm0000496	Juliette Lewis	1973	-1	F
nm0000497	Jennifer Lien	1974	-1	F
nm0000498	Matthew Lillard	1970	-1	M
nm0000499	Bai Ling	1966	-1	F
nm0000501	Ray Liotta	1954	-1	M
nm0000502	Christopher Lloyd	1938	-1	M
nm0000504	Amy Locane	1971	-1	F
nm0000505	Nia Long	1970	-1	F
nm0000506	Julia Louis-Dreyfus	1961	-1	F
nm0000507	Rob Lowe	1964	-1	M
nm0000508	Carey Lowell	1961	-1	F
nm0000509	Bela Lugosi	1882	1956	M
nm0000510	Andie MacDowell	1958	-1	F
nm0000511	Shirley MacLaine	1934	-1	F
nm0000512	Elle Macpherson	1964	-1	F
nm0000513	William H. Macy	1950	-1	M
nm0000514	Michael Madsen	1957	-1	M
nm0000515	Virginia Madsen	1961	-1	F
nm0000518	John Malkovich	1953	-1	M
nm0000521	Sophie Marceau	1966	-1	F
nm0000523	Julianna Margulies	1966	-1	F
nm0000524	Mary Stuart Masterson	1966	-1	F
nm0000525	Heather Matarazzo	1982	-1	F
nm0000526	Samantha Mathis	1970	-1	F
nm0000527	Walter Matthau	1920	2000	M
nm0000528	Mathilda May	1965	-1	F
nm0000529	Debi Mazar	1964	-1	F
nm0000530	Andrew McCarthy	1962	-1	M
nm0000531	Frances McDormand	1957	-1	F
nm0000532	Malcolm McDowell	1943	-1	M
nm0000534	Kelly McGillis	1957	-1	F
nm0000535	Rose McGowan	1973	-1	F
nm0000537	Steve McQueen	1930	1980	M
nm0000538	Colm Meaney	1953	-1	M
nm0000539	Dina Meyer	1968	-1	F
nm0000541	Bette Midler	1945	-1	F
nm0000542	Penelope Ann Miller	1964	-1	F
nm0000543	Sal Mineo	1939	1976	M
nm0000545	Helen Mirren	1945	-1	F
nm0000546	Matthew Modine	1959	-1	M
nm0000547	Alfred Molina	1953	-1	M
nm0000549	Roger Moore	1927	2017	M
nm0000551	Dermot Mulroney	1963	-1	M
nm0000552	Eddie Murphy	1961	-1	M
nm0000553	Liam Neeson	1952	-1	M
nm0000554	Sam Neill	1947	-1	M
nm0000555	Judd Nelson	1959	-1	M
nm0000556	Olivia Newton-John	1948	-1	F
nm0000557	Brigitte Nielsen	1963	-1	F
nm0000558	Leslie Nielsen	1926	2010	M
nm0000559	Leonard Nimoy	1931	2015	M
nm0000560	Nick Nolte	1941	-1	M
nm0000562	Jeremy Northam	1961	-1	M
nm0000563	Chris O'Donnell	1970	-1	M
nm0000564	Peter O'Toole	1932	2013	M
nm0000565	Lena Olin	1955	-1	F
nm0000566	Julia Ormond	1965	-1	F
nm0000568	Frank Oz	1944	-1	M
nm0000569	Gwyneth Paltrow	1972	-1	F
nm0000571	Mary-Louise Parker	1964	-1	F
nm0000572	Sarah Jessica Parker	1965	-1	F
nm0000573	Dolly Parton	1946	-1	F
nm0000574	Jason Patric	1966	-1	M
nm0000575	Alexandra Paul	1963	-1	F
nm0000576	Sean Penn	1960	-1	M
nm0000577	George Peppard	1928	1994	M
nm0000578	Anthony Perkins	1932	1992	M
nm0000579	Ron Perlman	1950	-1	M
nm0000582	Joe Pesci	1943	-1	M
nm0000584	Amanda Peterson	1971	2015	F
nm0000586	Jada Pinkett Smith	1971	-1	F
nm0000587	Donald Pleasence	1919	1995	M
nm0000591	Roman Polanski	1933	-1	M
nm0000592	Pete Postlethwaite	1946	2011	M
nm0000593	Kelly Preston	1962	-1	F
nm0000596	Jonathan Pryce	1947	-1	M
nm0000597	Bill Pullman	1953	-1	M
nm0000598	Dennis Quaid	1954	-1	M
nm0000599	Kathleen Quinlan	1954	-1	F
nm0000601	Harold Ramis	1944	2014	M
nm0000602	Robert Redford	1936	-1	M
nm0000603	Vanessa Redgrave	1937	-1	F
nm0000604	John C. Reilly	1965	-1	M
nm0000605	Brad Renfro	1982	2008	M
nm0000606	Jean Reno	1948	-1	M
nm0000607	Paul Reubens	1952	-1	M
nm0000608	Burt Reynolds	1936	-1	M
nm0000609	Ving Rhames	1959	-1	M
nm0000610	Giovanni Ribisi	1974	-1	M
nm0000612	Denise Richards	1971	-1	F
nm0000613	Joely Richardson	1965	-1	F
nm0000614	Alan Rickman	1946	2016	M
nm0000615	John Ritter	1948	2003	M
nm0000616	Eric Roberts	1956	-1	M
nm0000617	Tanya Roberts	1955	-1	F
nm0000618	Isabella Rossellini	1952	-1	F
nm0000619	Tim Roth	1961	-1	M
nm0000620	Mickey Rourke	1952	-1	M
nm0000621	Kurt Russell	1951	-1	M
nm0000623	Rene Russo	1954	-1	F
nm0000624	Laura San Giacomo	1962	-1	F
nm0000625	Fred Savage	1976	-1	M
nm0000626	John Sayles	1950	-1	M
nm0000627	Greta Scacchi	1960	-1	F
nm0000628	Johnathon Schaech	1969	-1	M
nm0000630	Liev Schreiber	1967	-1	M
nm0000632	Jerry Seinfeld	1954	-1	M
nm0000633	Tom Selleck	1945	-1	M
nm0000634	Peter Sellers	1925	1980	M
nm0000637	Tupac Shakur	1971	1996	M
nm0000638	William Shatner	1931	-1	M
nm0000639	Ally Sheedy	1962	-1	F
nm0000640	Martin Sheen	1940	-1	M
nm0000641	Gary Sinise	1955	-1	M
nm0000643	Tom Skerritt	1933	-1	M
nm0000644	Helen Slater	1963	-1	F
nm0000648	Wesley Snipes	1962	-1	M
nm0000649	Paul Sorvino	1939	-1	M
nm0000650	Talisa Soto	1967	-1	F
nm0000651	Sissy Spacek	1949	-1	F
nm0000652	James Spader	1960	-1	M
nm0000653	Brent Spiner	1949	-1	M
nm0000654	Terence Stamp	1938	-1	M
nm0000655	Eric Stoltz	1961	-1	M
nm0000656	Madeleine Stowe	1958	-1	F
nm0000657	David Strathairn	1949	-1	M
nm0000658	Meryl Streep	1949	-1	F
nm0000659	Barbra Streisand	1942	-1	F
nm0000660	Tami Stronach	1972	-1	F
nm0000661	Donald Sutherland	1935	-1	M
nm0000662	Kiefer Sutherland	1966	-1	M
nm0000663	Dominique Swain	1980	-1	F
nm0000664	Patrick Swayze	1952	2009	M
nm0000665	D.B. Sweeney	1961	-1	M
nm0000666	Lili Taylor	1967	-1	F
nm0000667	David Thewlis	1963	-1	M
nm0000668	Emma Thompson	1959	-1	F
nm0000669	Fred Dalton Thompson	1942	2015	M
nm0000670	Lea Thompson	1961	-1	F
nm0000671	Billy Bob Thornton	1955	-1	M
nm0000672	Meg Tilly	1960	-1	F
nm0000673	Marisa Tomei	1964	-1	F
nm0000674	Tamlyn Tomita	1966	-1	F
nm0000675	Jeanne Tripplehorn	1963	-1	F
nm0000676	Chris Tucker	1971	-1	M
nm0000677	Robin Tunney	1972	-1	F
nm0000678	Kathleen Turner	1954	-1	F
nm0000679	Deborah Kara Unger	1966	-1	F
nm0000680	Casper Van Dien	1968	-1	M
nm0000681	Vince Vaughn	1970	-1	M
nm0000683	Gore Vidal	1925	2012	M
nm0000685	Jon Voight	1938	-1	M
nm0000686	Christopher Walken	1943	-1	M
nm0000687	J.T. Walsh	1943	1998	M
nm0000688	Sela Ward	1956	-1	F
nm0000689	Julie Warner	1965	-1	F
nm0000690	Lesley Ann Warren	1946	-1	F
nm0000691	John Waters	1946	-1	M
nm0000693	Peter Weller	1947	-1	M
nm0000695	Joanne Whalley	1961	-1	F
nm0000696	Wil Wheaton	1972	-1	M
nm0000698	Gene Wilder	1933	2016	M
nm0000699	Michael Wincott	1958	-1	M
nm0000700	Debra Winger	1955	-1	F
nm0000701	Kate Winslet	1975	-1	F
nm0000702	Reese Witherspoon	1976	-1	F
nm0000703	BD Wong	1960	-1	M
nm0000704	Elijah Wood	1981	-1	M
nm0000705	Robin Wright	1966	-1	F
nm0000706	Michelle Yeoh	1962	-1	F
nm0000707	Sean Young	1959	-1	F
nm0000708	Billy Zane	1966	-1	M
nm0000715	Caroline Aaron	1952	-1	F
nm0000717	Kareem Abdul-Jabbar	1947	-1	M
nm0000718	Ian Abercrombie	1934	2012	M
nm0000719	F. Murray Abraham	1939	-1	M
nm0000721	Victoria Abril	1959	-1	F
nm0000722	Joss Ackland	1928	-1	M
nm0000724	Brooke Adams	1949	-1	F
nm0000725	Joey Lauren Adams	1968	-1	F
nm0000726	Maud Adams	1945	-1	F
nm0000728	Mario Adorf	1930	-1	M
nm0000729	Casey Affleck	1975	-1	M
nm0000730	John Agar	1921	2002	M
nm0000731	Brian Aherne	1902	1986	M
nm0000732	Danny Aiello	1933	-1	M
nm0000733	Anouk AimÃ©e	1932	-1	F
nm0000734	Eddie Albert	1906	2005	M
nm0000735	Brian Aldiss	1925	2017	M
nm0000737	Jane Alexander	1939	-1	F
nm0000738	Muhammad Ali	1942	2016	M
nm0000739	Debbie Allen	1950	-1	F
nm0000741	Tim Allen	1953	-1	M
nm0000743	NÃ©stor Almendros	1930	1992	M
nm0000744	Maria Conchita Alonso	1957	-1	F
nm0000746	Trini Alvarado	1967	-1	F
nm0000747	Don Ameche	1908	1993	M
nm0000749	MÃ¤dchen Amick	1970	-1	F
nm0000751	Suzy Amis	1962	-1	F
nm0000752	Judith Anderson	1897	1992	F
nm0000754	Kevin Anderson	1960	-1	M
nm0000755	Lindsay Anderson	1923	1994	M
nm0000758	Melody Anderson	1955	-1	F
nm0000761	Bibi Andersson	1935	-1	F
nm0000763	Dana Andrews	1909	1992	M
nm0000767	Jean-Hugues Anglade	1955	-1	M
